author,content
韵座,说穿了！就是美国要发动俄乌战争！并且是迫切需要发动俄乌战争！这样可以把俄罗斯拖进死胡同。根本就不是关心乌的安全和利益！而乌一直要求加入北约，寻求保护。———傻傻的乌克兰！
EQ凡人ZML,"乌克兰人民比恨国党更智慧、清醒<img alt=""[作揖]"" title=""[作揖]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e7/2018new_zuoyi_org.png"" />"
Michael蛙声一片,"虽然你们被卖了，但还是要帮美国数钱<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
Fm斌哥,股指周报:多方预期博弈，市场缩量拉锯海外方面，上周美股市场在俄乌局势扰动加剧以及加息预期博弈的影响下延续调整，海外市场波动较大影响风险偏好和北上资金的持续流入。上周五拜登称确信普京已决定进攻乌克兰，欧盟警告若俄侵乌，将实施能源制裁，导致避险情绪升温，俄乌扰动和加息前景不明朗继续施压美股，美股延续下挫。国内方面，1月社融和M2大超预期，宽货币宽信用、稳增长政策确认，对市场底部形成较强支撑，叠加前期市场计价部分海外扰动，上周国内市场情绪有所修复，三大指数震荡上行。但从市场层面来看，成交量缩减、市场风格拉锯，市场风险偏好仍然相对谨慎，叠加微观经济数据显示目前经济好转迹象不明显，经济下行压力的担忧情绪仍存，以及海外波动干扰，是压制风偏全面修复的主要因素。短期来看，在3月中旬之前，海外加息预期、地缘政治、国内经济修复、宽松政策之间的预期博弈是影响市场走势的主要因素，周初市场或承压、先抑后扬、区间震荡思路应对。在风险的干扰下，相对确定的稳增长或仍是市场主线。#期货##股指##期嘴八舌#
想我所想83919,西方国家此举是醉翁之意不在酒，害你没商量。
知何说出国,挨着个流氓有什么办法。
创意品电商-白庭坚,乌克兰最明智的做法就是把这十几亿的武器卖掉，收点钱，发展国民经济
塔TLN立班,人口！每个生命都是宝贵的
不舍舟楫,"<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />"
远去背影·,看一遍再发🙏
圣灯山隐士,"乌、俄还没开战，西方就已制造出大量难民涌向了俄罗斯。为啥不去“米利奸”、大不连颠、法国和德国？！<img alt=""[NO]"" title=""[NO]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/1e/2018new_no_org.png"" /><img alt=""[思考]"" title=""[思考]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/30/2018new_sikao_org.png"" />"
领航大叔,英国这个搅屎棍
wojiukankan1982,还好英国脱欧了
MartMYH,13小时前的文章拿来发，你也是非常希望打仗是吧，心黑
ETF人生至简,闭幕了，可以开干了
零伍柒陆517,买军工板块吧
红色根据地_,"任何问题都得看侠哥持仓，<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />"
哈维先森,"侠哥这次又要提车了，买的军工，这是侠哥的逻辑<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />"
不如巴菲特,可以搞军工嘛 梭哈
志鹏whipeng999,"<img alt=""[作揖]"" title=""[作揖]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e7/2018new_zuoyi_org.png"" />"
WU779821,"<img alt=""[思考]"" title=""[思考]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/30/2018new_sikao_org.png"" />"
八桂小民215,666
乡下头个捏剧,"<img alt=""[握手]"" title=""[握手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e9/2018new_woshou_org.png"" />"
师董会,【#乌克兰富豪纷纷逃离#，乌克兰媒体：#乌克兰前100名富豪逃离了96位#？】本周，俄乌局势持续成为金融市场上的关注焦点，而面临可能开战的风险，不少富豪纷纷逃离乌克兰，乌克兰媒体报道称，截至13日晚航班停运时，包括乌克兰首富——里纳特·阿克梅托夫在内的福布斯乌克兰富豪榜上排名前100位的富豪已经离开了绝大部分，只剩下4位留在了乌克兰。14日，乌克兰总统泽连斯基在一场发布会上公开喊话，要求离境的富豪们于24小时内回国，因为“现在是展示国家团结的重要时刻。”面对质疑，里纳特·阿克梅托夫的秘书16日在社交媒体的发帖展示阿克梅托夫在乌克兰境内考察的照片，而其他一些富豪也做出回应表示目前在国外参加活动，将很快回国。L央视财经的微博视频
月随风林晚,【#乌总统强调乌克兰必须保持冷静#】#乌克兰总统希望和普京会面#19日，乌克兰总统泽连斯基在第58届慕尼黑安全会议上发言时表示，乌克兰唯一想要的就是和平，他希望俄罗斯总统普京能与他会面，共同寻求解决危机的方案。泽连斯基说，当前俄乌边境局势紧张，但乌克兰民众并不因此恐慌。他强调，乌克兰必须保持冷静，否则将会导致更大的风险。#蓝v视界#L央视网的微博视频
微天下,【#乌克兰总统公开喊话离境富豪回国#】本周，俄乌局势持续成为金融市场上的关注焦点，而面临可能开战的风险，不少富豪纷纷逃离乌克兰，乌克兰媒体报道称，包括乌克兰首富——里纳特·阿克梅托夫在内的福布斯乌克兰富豪榜上排名前100位的富豪已经离开了绝大部分，只剩下4位留在了乌克兰。#乌克兰前100名富豪逃离了96位#乌克兰总统泽连斯基公开喊话，要求离境的富豪们于24小时内回国，因为“现在是展示国家团结的重要时刻。”面对质疑，里纳特·阿克梅托夫的秘书16日在社交媒体的发帖展示阿克梅托夫在乌克兰境内考察的照片，而其他一些富豪也做出回应表示目前在国外参加活动，将很快回国。@央视财经L央视财经的微博视频
家伟819,【俄乌危机微妙时刻：俄乌边境擦枪走火，美方呼吁“前所未有”的制裁】俄乌局势“最坏情况”最早可能在下周到来，而局势的变化也在牵动着全球市场走势。...O俄乌危机微妙时刻：俄乌边境擦枪走火，美方呼吁“前所未有”的制裁(来自@华尔街见闻APP)
A股教主-Basil·湛,东部地区流出70万人口，有很大一部分是俄族，人口对于俄罗斯🇷🇺而言，毫无疑问是巨大的财富，普京也下令给以每位入境的难民发放了补贴。我们都清楚，在俄罗斯出生一个婴儿，俄联邦政府会付出多大的养育代价……作为局外人，我们仅对俄乌局势表示关切，希望两国关系能走向缓和，难以理解的是，乌克兰🇺🇦总统泽连斯基怎么到现在还幻想北约出兵保卫乌克兰？因为在我们看来，北约出兵乌克兰的概率为零。或许，一方面，从前苏联解体，东欧剧变以来的这三十多年来看，在建立独立自主的国防以及对传统战争起到遏止力的战略力量方面，乌克兰没能做好。另一方面，在涉及国家安定团结的中西部乌克兰族与东部地区的俄罗斯族之间的关系这方面，乌克兰也没能处理好。冰冻三尺，非一日之寒，出现今天这种局面，显然也离不开历史的原因。接来的走向，就不太好预测了，尤其是假如美国🇺🇸执意要吸纳乌克兰加入北约，而乌政府也执意要这么做的话，俄乌双方肯定会有剧烈的分歧。此外，目前看来，乌政府军有想要解除乌东部地区民间武装的趋势，违反明斯克协议的这种可能性，也是会让矛盾激化的。再者，克里米亚这边，只能说，乌政府也是有想法的。至于美国，唯恐天下不乱，美军兵力在欧洲调来调去的，支援乌克兰点武器，仅此而已。至于北约的西欧各国，各家都各家的麻烦，自顾不暇，内部有分歧，总体也是希望欧洲安定的，不情愿的跟着随声附和一下，支援点过期的武器，倒也无伤大雅。我们就是感慨，上世纪90年代的乌克兰，是多少尖端的武器装备让我们羡慕啊……——湛20220220
梁无咎,#俄乌局势#俄乌之间根本没什么好说的，你只要看清几条主线，就捋得清啦。2014年，克里米亚公投后并入俄罗斯，随后卢甘斯克和顿涅茨克也通电独立，随后时任乌克兰总统的波罗申科发兵攻打这两个地方的武装组织，至2015年2月明斯克协议签署以前，乌克兰武装部队和东乌地方武装在乌克兰东南部顿涅茨克和卢甘斯克州持续交战，乌军在早期战斗中接连遭受巨大损失并撤退。2014年9月19日，乌克兰问题三方联络小组（乌克兰、欧安组织、俄罗斯）在白俄罗斯首都明斯克同乌东部民间武装代表签署一份文件。文件规定，乌冲突双方从交火地区各撤退15公里，以便进一步落实本月5日达成的停火协议。虽然签了停火协议，不过零星交火事件还是隔三差五就会出现。波罗申科下岗后，演员泽连斯基正式上岗，而且为了对抗大毛，开始积极向北约靠拢。最初其意在利用北约的实力，夺回失去的东部两州地区，后来发现，北约没有很多让他们加入帮派的意思，只是偶尔支援一些武器。从去年开始，为了协防顿涅茨克和卢甘斯克，毛子派遣了大批军队进驻顿巴斯地区一线，还故意放风要协助东乌地方武装攻打乌克兰，事实上，我都说了，只要乌军不轻举妄动，毛子和地方武装懒得鸟他。不过因为美国为首的北约多次拍胸脯保证要给予乌克兰安全保障，所以泽连斯基一开始很飘，直到毛子大军压境后才慌了，所以前段时间一直忧心忡忡，甚至还想出邀请拜登访问来阻止毛子的进攻这种鸟方法。毛子退兵之后，乌军在一线的部队又开始和顿卢两州的武装组织摩擦起来了，面前不知道是谁先开火，反正都在互相指责。乌军特种部队甚至还潜到顿涅茨克搞暗杀行动。我个人认为，按理说，泽连斯基是不会下达这种命令的，所以极有可能是一线的军官已经不想再听命于他，还打算在北约的怂恿下挑起事端。还有一种可能是，北约特种部队在双方之间拱火，希望借此来挑动大毛进攻二毛，这样一来就能名正言顺搞制裁和孤立，甚至弄掉北溪2项目。大毛前几天撤军就是看透了北约的诡计，现在即使当旁观者，乌军其实也很难啃得动东乌两个地方武装组织，大毛虽然表面撤军，但是骨干和一些装备已经下发到这两个地方的武装组织中了。看看乌克兰后续的动作吧，是继续给北约当狗使，搞冲突？还是坚强接受失去三块领土的事实？总之现在的乌克兰就是夹在北约和毛子之间艰难生存的国家，俗称夹缝之国。
